Arabic Name,English Name
ليدابريم فورت,LIDAPRIM FORTE TAB
ليدابريم,LIDAPRIM PED. TAB. 20 TABS.
ليدابريم اقراص,LIDAPRIM TAB
ليوكايين,LIOCAINE
لورانو,LORANO 10MG TABLETS
لازكس,LASIX PAED. LIQUID
لوتريديرم,LOTRIDERM CREAM
لاتسين,LATYCIN E-E OINT 1%
لازيكس,LASIX AMP 20MG-2ML
لانتس كارتردج,LANTUS 100 I.U - ML CARTRIDGE
لانتوس سولوستار,LANTUS SOLOSTAR 100I.U-ML DISPOSABLE PEN
لانتوس,LANTUS 100 I.U - ML VIAL
ليبراكس,LIBRAX TABLET
ليسيتال,LECITAL 20MG F.C. CAPLETS
لاميفين,LAMIFEN 1% CREAM
لوكسترا,LOXTRA EYE DROP
لاتانو,LATANO 0.005% W-V OPHTHALMIC SOLUTION
لاتنوكوم,LATANOCOM OPHTHALMIC SOLUTION
ليفونيك,LEVONIC 500MG-100ML SOLUTION FOR I.V. INFUSION
لورينيكس,LORINEX 0.5MG-1ML SYRUP
لاكتولوز,LACTULOSE 650MG-ML SYRUP 300ML
لاكسولاك,LAXOLAC SYRUP
لوبوديوم,LOPODIUM 2MG CAPS
ليدوكايين اتش سي ال,LIDOCAINE HCL 2% INJ 20ML
لودوز,LODOZ 2.5-6.25MG F.C. TABLETS
ليدوكيين اتش سي ال,LIDOCAINE HCL 1% AMPOULE
ليدوكين حقن,1% W-V LIDOCAINE HCL INJECTION USP
لاستيت,LASTET 100MG AMP FOR INFUSION
ليفيمير,LEVEMIR PENFILL 100IU\ML
ليفيمير,LEVEMIR FLEX PEN 100IU\ML
ليبودار,LIPODAR 10MG TABLETS
ليفيال,LIVIAL 2.5MG TAB
ليريكا 150,LYRICA 150
ليريكا 25,LYRICA 25
ليركا,LYRICA 300
ليريكا 50,LYRICA 50
ليريكا 75,LYRICA 75
لودين,LODINE 300MG CAPS
لوسك مبس,LOSEC MUPS 10 MG TAB
لوسك مبس,LOSEC MUPS 20MG TAB
ليكسوتانيل,LEXOTANIL TAB. 1.5 MG.
ليكسوتونيل,LEXOTANIL TAB. 3MG.
ليكوستينيل,LEXOTANIL TAB. 6 MG.
لوسك,LOSEC 40MG-10ML I-V VIAL
لاريام,LARIAM 250MG TAB
ليسكول,LESCOL 40MG CAPS
لاميزيل,LAMISIL 1% CREAM
لاميزيل,LAMISIL ONCE 1% CUTANEOUS SOLUTION
ليسكول اكس ال,LESCOL XL 80 MG FILM COATED TAB
لوسنتس,LUCENTIS 10MG-ML INTRAVITREAL INJECTION
لاميسيل,LAMISIL 250MG TAB
ليبونكس,LEPONEX 100MG TAB
ليبونكس,LEPONEX 25MG TAB
ليوريسال,LIORESAL 10MG TAB
ليورسال اقراص,LIORESAL 25MG TAB
لوبريسور,LOPRESOR DIVI TAB 200 MG
لوبريسور اقراص,LOPRESOR 100MG TAB
لوبريسور 50MG,LOPRESOR 50MG TABS
لوديوميل,LUDIOMIL TAB. 10 MG
لوديوميل اقراص,LUDIOMIL TAB. 25 MG.
ليدوميل,LUDIOMIL TAB. 50 MG
لــوسترال,LUSTRAL 50MG TAB
ليبوستات,LIPOSTAT 10MG TAB
ليبوستات اقراص,LIPOSTAT 20MG TAB
لونزيت,LONZET 15MG CAPSULES
لونزيت,LONZET 30MG CAPSULES
لوتينس,LOTENSE 10MG CAPSULES
ليندوماكس,LENDOMAX 70 MG TABLETS
لوبرا,LOPRA 40MG TABLET
ليثيوفور,LITHIOFOR 660MG TAB
لوبيد,LOPID
لو-ليب,Low-lip
لانوكسين,Lanoxin
لوكويد,Locoid
ليوتون,Lioton
لورانس,Lorans
لورين,Loreen
ليكسيفا,Lexiva
ليماترادا,Lemtrada
ليكلير,Lyclear
ليتايريس,Letairis
ليتاك,Litak
ليندورم,Lendorm
ليكويبيد,Liquibid
ليثوبيد,Lithobid
لونيتين,Loniten
لوفوكس,Luvox
لومينال,Luminal
لودوسين,Lodosyn
ليفاكوين,Levaquin
ليبانور,Lipanor
ليكسوتان,Lexotan
لوتينسين,Lotensin
ليوستاتين,Leustatin
لاميفودين,لاميفودين
لانزوبرازول,لانزوبرازول
لاكتولوز,لاكتولوز
ليفودوبا,ليفودوبا
ليفوثيروكسين,ليفوثيروكسين
لوفاستاتين,لوفاستاتين
لوبيراميد,لوبيراميد
لورازيبام,لورازيبام
لوراتادين,لوراتادين
ليدوكايين,ليدوكايين
ليزينوبريل,ليزينوبريل
ليندان,ليندان
ليسوريد,ليسوريد
ليباز بَنكرياسيّة,ليباز بَنكرياسيّة
ليفوفلوكساسين,ليفوفلوكساسين
لوبينافير/ ريتونافير,لوبينافير/ ريتونافير
لوسارتان,لوسارتان
ليتروزول,ليتروزول
ليركانيديبين,ليركانيديبين
لاموتريجين,لاموتريجين
لاتانوبروسْت,لاتانوبروسْت
لاباتينيب,لاباتينيب
ليفونورجيستريل,ليفونورجيستريل
لقاح المكورات الرئوية,لقاح المكورات الرئوية
لقاح فيروس الورم الحليمي,لقاح فيروس الورم الحليمي
لقاح الروتا,لقاح الروتا
لقاح جدري الماء,لقاح جدري الماء
لينيزوليد,لينيزوليد
ليفوكبستين,ليفوكبستين
ليناليدوميد,ليناليدوميد
لوميفلوكساسين,لوميفلوكساسين
لاكتيتول,لاكتيتول
ليفيتيراسيتام,ليفيتيراسيتام
لودوكساميد,لودوكساميد
لانثانوم,لانثانوم
ليوبروليد,ليوبروليد
لورنوكسيكام,لورنوكسيكام
لينوجراستيم,لينوجراستيم
ليفوميبرومازين,ليفوميبرومازين
لابيتالول,لابيتالول
ميكوسبور,MYCOSPOR SOLUTION 1%
ميكوسبور جل,MYCOSPOR GEL 1%
موديوريتك,MODURETIC 5-50MG TABLETS
مكسين,MYXEN 150MG TABLETS
ميكسين,MYXEN 50MG TABLETS
مالوجيل,MALUGEL CHEWABLE TAB
ميتاجليز,METAGLIZ 10MG-5ML SOLUTION
ميتاغليز,METAGLIZ 10 MG TAB
مالاريكس,MALAREX SYRUP 120MG-5ML
مالاريكس اقراص,MALAREX TABLETS 250mg
مايكوديرم,MYCODERM 2% CREAM
مينيرين بخاخ للانف,MINIRIN NASAL SPRAY 0.1MG-ML
مايكوسات,"MYCOSAT 100,000IU\ML ORAL SUSP"
ماكسيل,MAXIL 1500 VIAL
ماكسيل,MAXIL 750 VIAL
مياسين,MIACIN 100MG-2ML AMP
مياسين امبولة,MIACIN 500MG-2ML AMP
مولتسين ز,MULTICIN-Z POWDER
ملتيسين زد,MULTICIN-Z OINTMENT
ملتيسول,MULTISOL AEROSOL SPRAY (150 GM )
مينيرين,MINIRIN 0.1MG TAB
منيرين,MINIRIN 0.2MG TAB
ماجالوكس,MAGALOX CHEWABLE TAB
مينيرين ميلت,MINIRIN MILT 120 MCG LYOPHILIZED TABLET
منيرين ميلت,MINIRIN MILT 60 MCG LYOPHILIZED TABLET
مينيمس فينيلفرين,MINIMS PHENYLEPHRINE 2.5% W-V
مينيمس,MINIMS PHENYLEPHRINE HCL 10%
مينيمس,MINIMS PILOCARPINE 2%
مينيمس,MINIMS TROPICAMIDE 0.5% EYE DROPS
مينيمس تروبيكامايد,MINIMS TROPICAMIDE 1% W-V
مورين,MURINE EYE DROPS
محرر الدموع الطبيعي,TEARS NATURAL FREE
ميدفرين,MYDFRIN 2.5% DROPS
ماكسيديكس,MAXIDEX DROPS 0.1%
ميدرياسيل,MYDRIACYL 1% EYE DROPS
ماكسترول,MAXITROL EYE OINT.
ميكرولوت,MICROLUT 0.03MG-TAB COATED TAB.
مايسولين,MYSOLINE SYRUP
ميلبين,MELBIN 250MG TAB
ميكوكورت,MICOCORT CREAM
ميثوتريكسيت ايبوي,METHOTREXATE "EBEWE 10MG-ML AMP
ميثوتريكسيت,METHOTREXATE "EBEWE" 100MG-ML VIAL
ميثوتركسات,METHOTREXATE "EBEWE" 10MG-ML VIAL
ميجون,MIGON 10MG TAB
ميجون اقراص,MIGON 5 MG TAB
موميديرم,MOMIDERM CREAM 30G
مومديرم,MOMIDERM OINTMENT 30 G
مرهم باكتروبان,BACTROBAN NASAL OINTMENT 2%
موكسال بلس اقراص,MOXAL PLUS Tablet
موكسال,MOXAL SUSP SACHET
موكسال بلس,MOXAL PLUS Suspension
ميوكولايت,MUCOLYTE SYRUP
موكسال اقراص,MOXAL Tablet
ميكوستات,MIKOSTAT 100000U CREAM
مالارون,MALARONE
ميكوستات,MIKOSTAT 100000 U OINTMENT
ميكوستات,MIKOSTAT 100000U\ML ORAL SUSP
ميكاسين حقن,MIKACIN 100MG-2ML INJ.
ميكاسين,MIKACIN 500MG-2 ML AMP
ميثاسين كبسولات,METHACIN CAPS. 25MG
ميثاسين,METHACIN SUPP. 100 MG
مونوزايد,MONOZIDE 12.5MG TAB
مونوزايد,MONOZIDE 25MG TAB
ميرينا,MIRENA 52MG T-SHAPED IUD
مالوكس,MAALOX PLUS SUSP.
مالوكس,MAALOX SUSPENSION
ميتفورمين,METFORMIN HEXAL 1000 MG FILM COATED TABLETS
ميغيون,MEGION 0.5GM I.V INJECTION
موكوفري,MUCOFREE 4MG-5ML SYRUP
ميسبورين,MESPORIN 1000 I.M.
ميدرول,MEDROL TAB 4 MG
ميراجيل,MIRAGEL 2% ORAL GEL
ميفا,MEVA 135MG F.C.TABLET
ماكسيم,MAXIM 400MG FILM COATED TABLETS
موكوجيل,MUCOGEL
ميداسيد,MEDACID CHEWABLE TABLET
ميدافين,MEDAFEN 100MG-5ML SUSPENSION
ميدستين,MEDSTEN 1% CREAM
ميفاكوين,MEPHAQUIN LACTAB
مرهم افوبان,AVOBAN 2% W-W OINTMENT
ميجرابان,MIGRABAN 100MG FILM COATED TABLETS
ميجرابان,MIGRABAN 50MG FILM COATED TABLETS
ميرزاجن,MIRZAGEN
ميباجين,MEBAGEN
ميكوستاتين,MYCOSTATIN 100000 UNITS-ML ORAL SUSP
ميكستارد,"MIXTARD 10 NOVO LET ,100 IU"
ميكستارد 20,"MIXTARD 20 NOVO LET , 100IU"
ميكستارد,MIXTARD 30 NOVOLET 100I.U.
ميكستارد 40,"MIXTARD 40 NOVO LET ,100IU"
ميكستارد 50,MIXTARD 50 HM NOVOLET
ميكستارد 30,MIXTARD 30 HM 100 IU VIAL
ميكستارد,MIXTARD 10-90U-ML HM PENFILL CARTRIG 3ML
ميكستارد,MIXTARD 20 PENFILL 100 IU-ML CARTRIDGE
ميكستارد,MIXTARD 30 HM 100 IU PENFILL
ميكستارد,MIXTARD 50 HM PENFILL100IU-ML3mlcartridg
ميكستارد,MIXTARD 40-60U-ML HM PENFILL CARTRGE 3ML
مارفيلون,MARVELON TAB
ميمبارا,MIMPARA 30MG F.C. TABLETS
ممبارا,MIMPARA 60MG F.C. TABLETS
ميمبارا اقراص,MIMPARA 90MG F.C. TABLETS
مينوسين,MINOCIN 100MG PELLET FILLED CAPS
مينوسين,MINOCIN 50MG PELLET FILLED CAPS
مينيس,MINESSE FILM COATED TABLETS
ميدرول,MEDROL TAB 4 MG
ماجناسيف,MAGNACEF 200MG CAP.
ميتوتركسات,METHOTREXATE ROGER BELLON 5MG V.
مادوبار,MADOPAR 125MG HBS CAPS
مابثيرا,MABTHERA 10MG-1ML CONC. FOR I.V INFUSION
مادوبار,MADOPAR 250 MG CAPS
مادوبار,MADOPAR 250 MG TABS
ميجون ميلت,MIGON MELT 10MG WAFER
مايفورتك,MYFORTIC 360 MG E.C.TABLET
ماي فورتك,MYFORTIC 180MG E.C.TABLET
ميثرجين,METHERGINE 0.2MG-ML AMPULES
مياكالسيك 100,MIACALCIC 100 IU-ML AMP
ميكالسيك,MIACALCIC AMP 50 IU-ML
مياكالسيك,MIACALCIC 200IU NASAL SPRAY
ميترجين,METHERGINE 0.125 MG TABLETS
ميتاز,METAZ CREAM 0.1%
ميركيرا,MIRCERA 100MCG-0.3ML SOLN. FOR INJ
ميركيرا حقن,MIRCERA 150MCG-0.3ML SOLN. FOR INJ
ميركيرا 50MCG,MIRCERA 50MCG-0.3ML SOLN. FOR INJ
موداليم,MODALIM 100MG TAB
مونورول,MONUROL 3G SACHETS
موفيتاب,MOFETAB
مينيدياب,Minidiab
موتيليوم,Motilium
موتيلات,Motilat
ميستينون,Mestinon
مينيبرس,Minipress
ميلاريل,Mellaril
ميفجين,mifegyne
ميريديا,Meridia
ميكوبوتين,Mycobutin
ميلوتارج,Mylotarg
مولتاك,Multaq
ميغاس,Megace
موفيكترو,Movectro
ميكروناس,Micronase
ميكانول,Micanol
ميكروزيد,Microzide
ميفاكور,Mevacor
ميثايلين,Methylin
ميتاديت,Metadate
ماكرودانتين,Macrodantin
ماكروبيد,Macrobid
مونوبريل,Monopril
ميتيكورتين,Meticorten
موريو,Moureau
ماكسالت,Maxalt
ميزولين,Mizolen
ماكساكوين,Maxaquin
ميترول,Metrol
مانديلامن,Mandelamine
ميلوسيل,Mylocel
ميكروكس,Mykrox
ميثادوز,Methadose
ميرابيكس,Mirapex
ميجروتان,MIGORTAN 40MG TABLET
مُنَشِّّط البلازمينوجين النَّسيجي,مُنَشِّّط البلازمينوجين النَّسيجي
مالاثيون,مالاثيون
مابروتيلين,مابروتيلين
ميبفرين,ميبفرين
ميبهيدرولين,ميبهيدرولين
ميبيندازول,ميبيندازول
ميدروكسي بروجسترون,ميدروكسي بروجسترون
مورفين,مورفين
ميتوبرولول,ميتوبرولول
ميتوكلوبراميد,ميتوكلوبراميد
ميتفورمين,ميتفورمين
مترونيدازول,مترونيدازول
مينوسكلين,مينوسكلين
مينوكسيديل,مينوكسيديل
ميسوبروستول,ميسوبروستول
ميكونازول,ميكونازول
ميسالامين,ميسالامين
مِفْلوكوين,مِفْلوكوين
مثيلدوبا,مثيلدوبا
مثيلفِنيدات,مثيلفِنيدات
ميثيل بريدنيزولون,ميثيل بريدنيزولون
ميكوفينوليت,ميكوفينوليت
ميرتازابين,ميرتازابين
مونتيلوكاست,مونتيلوكاست
ميركابتوبيورين,ميركابتوبيورين
ميزولاستين,ميزولاستين
موميتازون,موميتازون
ميثوتريكْسات,ميثوتريكْسات
ميمانْتين,ميمانْتين
مِيثازولامِيد,مِيثازولامِيد
ميوبيروسين,ميوبيروسين
مَيَانْسيرِين,مَيَانْسيرِين
ميثيمازول,ميثيمازول
مودافينيل,مودافينيل
مستيرولون,مستيرولون
ميلناسيبْران,ميلناسيبْران
ميثيل إرجومترين,ميثيل إرجومترين
ميدودرين,ميدودرين
مارافيروك,مارافيروك
ميتولازون,ميتولازون
موكسيفلوكساسين,موكسيفلوكساسين
ميثادون,ميثادون
ميتوميسين,ميتوميسين
ميجيستيرول,ميجيستيرول
نومال,NOMAL 50 MG CAPSULE
نكسافار,NEXAVAR 200 MG F-C TABLETS
نيموتوب,NIMOTOP 10MG-50ML INFUSION BOTTLE
نيموتوب,NIMOTOP 30MG TAB
نوروكسين,NOROXIN 400MG TABLETS
نيدازول,NIDAZOLE 250MG. F-C TAB
نيو بريد,NEOPRED - P EYE SUSP
نوفاجل,NOVAGEL PLUS SUSPENSION
نوفاجيل,NOVAGEL SUSPENSION
نوهيست,NOHIST 10MG TAB
ناكسون,NAXONE 0.02MG-ML INJ 2ML
ناكسون,NAXONE 0.4MG-ML INJ
نيوميسين,NEOMYCIN NASAL SPRAY
نافكون,NAPHCON FORTE 0.1% EYE DROPS
نورفير,NORVIR 80MG-ML ORAL SOLN
نبيدو,NEBIDO 1000 MG- 4 ML SOLUTION FOR INJ
نيف-تن,NIF-TEN CAPS
نيوفيلين,NEOPHYLLIN TAB 100MG
نارابريل,NARAPRIL 10MG TABLET
نارابريل اقراص,NARAPRIL 20MG TABLET
نارابرل,NARAPRIL 5MG TABLET
نورتريم,NORTRIME SUSP (200+40MG-5ML)
نورتريلين,NORTRILEN TAB. 25 MG.
نوراسين,NORACIN 400MG TAB
نوراكتون,NORACTONE TAB 25MG
نورتريم اقراص,NORTRIME TAB
نالوكسون,NALOXONE HCL 400MCG-ML AMP
نيريزون,NERISONE 0.1% OINTMENT
نوفيرال,NOVIRAL 5% CREAM
نيكوتينيل,NICOTINELL TTS-10
نيكوتينيل,NICOTINELL TTS-20
نكوتينيل,NICOTINELL TTS-30
نيزورال,NIZORAL 200MG TAB
نورموتين,NORMOTEN 100 MG F.C TAB
نورموتين اقراص,NORMOTEN 50 MG F.C. TAB
نو يوريك,NO-URIC TAB 100MG
نو-يوريك اقراص,NO-URIC TAB 300MG
نازوفين,NAZOPHEN NASAL DROPS
نازولين,NAZOLIN NASAL DROPS
نيوكوليد,NEOCOLD SYRUP
نيوتيرب,NEOTERB 1.5MG-5ML ORAL SYRUP
نوفاسين,NOVASEN 325MG E.C TAB
نوفو- بيروكام,NOVO-PIROCAM 10MG CAPS
نوفو-نيفيدين,NOVO-NIFEDIN 10MG CAPS.
نوفو - اتينولول,NOVO-ATENOL 100MG TAB
نوفو - اتينول,NOVO-ATENOL 50MG TAB
نوفو-كابتوريل,NOVO-CAPTORIL 12.5MG TAB
نوفو كابتوريل,NOVO-CAPTORIL 50MG TAB
نوفورابيد,NOVORAPID PEN FILL 100 I.U - ML
نوفومكس,NOVOMIX 30 FLEXPEN 100U\ML
نوفومكس,NOVOMIX 30 PEN FILL
نوفورابيد,NOVORAPID FLEXPEN 100U\ML
نوفونورم,NOVONORM 0.5MG TABLET
نوفونورم,NOVONORM 1MG TABLET
نوفونورم,NOVONORM 2MG TABLET
نوفارينج,NUVARING VAGINAL RING
نيورونتين,NEURONTIN
نافيلبين,NAVELBINE 10MG-ML I-V VIAL
نورفين,NUROFEN 200MG TAB
نوروفين,نوروفين
نيبسين,NEBCIN 20MG-2ML VIAL
نيباسين,NEBCIN 80MG-2ML VIAL
نيوتيجاسون,NEOTIGASON 10MG CAPS
نيوتجسون,NEOTIGASON 25MG CAPS
نيولاستيم,NEULASTIM 6MG-0.6ML PRE-FILLED SYRINGE
نيوبوجين 30,NEUPOGEN 30 MU
نيوبوجين,NEUPOGEN 48 MU
نيكوتينيل,NICOTINELL 1MG LOZENGES
نازكس,NAZIX NASAL SPRAY 0.1% W-V
نيورين,NEORIN 5MG F.C. TABLET
نيورين,NEORIN 2.5MG -5ML SYRUP
نيوروبلكس,NEUROPLEX 300MG CAPSULES
ناتريلكس,NATRILLIX 1.5 MG S.R TAB
نيكويتين,NIQUITIN 2MG MINT LOZENGE
نيكويتين,NIQUITIN 4MG MINT LOZENGE
نورفلكس,Norflex
نورباس,Norpace
نورديتروبين,Norditropin
نجرام,Negram
نولفاديكس,Nolvadex
نيورازين,Neurazine
نيمالوكس,nimalox
نيبتازان,Neptazane
نارديل,Nardil
نوكسافيل,Noxafil
نيكسيوم,Nexium
نوربرامين,Norpramin
نوزينان,Nozinan
نورجيسيك,Norgesic
نوتروبين,Nutropin
نوفاريل,Novarel
ناميندا,Namenda
نورثيكس,Northyx
نيولاستا,Neulasta
نيوسار,Neosar
ناركان,Narcan
نيكلوسيد,Niclocide
نورمودين,Normodyne
نياكور,Niacor
ناليديكسيك أسيد,Nalidixic Acid
نيومايسين,Neomycin
نافازولين,Naphazoline
نيدوكروميل الصوديوم,Nedocromil Sodium
نورْفلوكْساسين,Norfloxacin
نيترازيبام,Nitrazepam
نيتروفيورانتوين,Nitrofurantoin
نيموديبين,Nimodipine
نيستاتين,Nystatin
نيفيديبين,Nifedipine
نيميسوليد,Nimesulide
نفازودون,Nefazodone
نيفيرابين,Nevirapine
ناراتريبتان,Naratriptan
نورتريبتيلين,Nortriptyline
نابوميتون,Nabumetone
نالتركسون,Naltrexone
نوريثيستيرون,Norethisterone
نافاريلين,Nafarelin
ناتاليزوماب,Natalizumab
نونوكسنول 9,Nonoxynol-9
نالوكسون,Naloxone
نيلارابين,Nelarabine
نيلوتينيب,Nilotinib
نيكلوزاميد,Niclosamide
نياسين,Niacin
هيكسيدين,HEXIDINE SOLN 1%V-V MOUTH WASH
هايدروجيل,HYDROGEL SUSPENSION
هيوميرا,HUMIRA 40MG-0.8ML PRE- FILLED SYRINGE
هيباتين,HIBITANE OBESTET. CREAM 1%
هيبيسكرب,HIBISCRUB SOLUTION 4% W-V
هيبيتان,HIBITANE LOZENGES
هيزار,HYZAAR
هيالجان,HYALGAN 20MG-2ML PRE-FILLED SYRINGE
هيستالوك,HISTALOC 10MG F.C TAB
هستالوك اقراص,HISTALOC 25MG F.C. TABLETS
هستالوك,HISTALOC 5MG-5ML SYRUP
هولوبون,HOLOPON TAB 1MG
هيستوفين,HISTOFEN
هيستارين,HISTARHINE SYRUP
هومولوغ,HUMALOG 100 I.U VIALS
هومولين,HUMULIN PROFILE80-20100IU-ML CARTRIDGE
هومولين,HUMULIN-R 100U-ML CARTRIDGE
هيومولين,HUMULIN 70-30 100U-ML
هيومولين,HUMULIN U ULTRALENTE VIAL
هومولين,HUMULIN-L LENTE 100 U-ML
هومالوج,HUMULIN-N-NPH 100 U-ML
هومولوغ,HUMALOG MIX 25 CATRIDGE
هومولوغ ميكس,HUMALOG MIX 50 CATRIDGE
هيرسبتين,HERCEPTIN 150MG VIAL
هومولين,HUMULIN PROFILE70-30 100IU-ML CARTRIDGE
هيومولين,HUMULIN-R-REGULAR 100 U-ML
هيوميولين,HUMULIN NPH100U-ML CARTRIDGE
هيبسيرا,HEPSERA 10MG TABLET
هيجروتون,HYGROTON 50MG TABLETS
هاستوب,HISTOP 2MG-5ML SYRUP
هيستوب,HISTOP TAB 4MG
هيستافيد,HISTAFED SYRUP
هارنال,HARNAL 0.4MG MODIFIED RELEASE CAPSULES
هيكامتين,HYCAMTIN 4MG I.V. VIAL
هيستانت,HISTANT SYRUP
هيستانت اقراص,HISTANT 4 MG TABLETS
هيستازين,HISTAZIN 5MG\5ML SYRUP
هيلو كير,HYLO-CARE EYE DROPS
هومالوغ,HUMALOG KWIK-PEN MIX 25
هومولوغ,HUMALOG KWIK-PEN MIX 50
هيدروديرم,HYDRODERM CREAM PLUS
هالدول,Haldol
هوميجون,Humegon
هيبوفيس,Hypovase
هيبريكس,Hiprex
هيدريا,Hydrea
هيسمانال,Hismanal
هيوماتروب,Humatrope
هوريزانت,Horizant
هيترين,Hytrin
هايبوتن حبوب,Hypoten
هيدروكسيد الألومينيوم,Aluminum Hydroxide
هالوبيريدول,Haloperidol
هرمون HCG,HCG Hormone
هرمون HMG,HMG Hormone
هيدرالازين,Hydralazine
هيدروكلوروثيازيد,Hydrochlorothiazide
هيدروكورتيزون,Hydrocortisone
هيدروكسيزين,Hydroxyzine
هيدرات الكلورال,Chloral Hydrate
هيدروكسيد المغنيسيوم,Magnesium Hydroxide
هيدروكينون,Hydroquinone
هيبرِكوم,Hypericum
هيدروكسي كلوروكوين,Hydroxychloroquine
هيبورات الميثينامين,Methenamine Hippurate
هيدروكسي يوريا,Hydroxyurea
هيبروميلوز,Hypromellose
ويلبوترين,WELLBUTRIN XL 150 EXTENDED RELEASE F.C.TABLET
ويلبيوترين,WELLBUTRIN XL 300 EXTENDED RELEASE F.C.TABLET
وان الفا,ONE-ALPHA CAPS 1.0 MICROGM.
ون الفا كبسولات,ONE-ALPHA CAPS 0.25 MICROGM
ون الفا,ONE-ALPHA 2MCG-ML AMP.
واحد الفا,ONE-ALPHA DROPS 2MICROGRAM-ML
وينكس,WINEX 400MG CAP
ورمازول,WORMAZOLE CHEWABLE 100MG TAB
ورمازول,WORMAZOL SUSP 2%
وارتيك,WARTEC 0.15% W-W CREAM
ويسوربيد,WESORBIDE 5MG S-L TAB
ويسوربد,WESORBIDE 2.5MG SUBLINGUAL TAB
ويسوربيد اقراص,WESORBIDE 10MG TAB
ويسوربيد 20MG,WESORBIDE 20MG TAB
واتين,WATENE 0.1% GEL
ويجيسيك,Wygesic
ويسترم,Westrim
وارفارين,Warfarin
يو-سيف,U-CEF 250MG F.C. TABLETS
يو-سيف,U-CEF 500MG F.C. TABLETS
يوريسبت,URISEPT 100MG TABS
ياسمين,YASMIN TAB.
يوفيلين,EUPHYLLINE RTD.MITE C.TAB 175MG
يوفيلين,EUPHYLLIN AMP 0.24GM-10ML I.V
يروكسين,UROXIN 400MG TAB
يوسيدين,UCIDIN 2% GEL
يودينا,EUDYNA GEL 0.05%
يوليكسين,EULEXIN TAB 250MG
يوثيروكس,EUTHYROX
يوراكس,EURAX LOTION 10%
يوتوبار,YUTOPAR 50MG-5ML I.V. AMPOULE
يروكواد,UROQUAD TABS 100 MG
يروكواد اقراص,UROQUAD TABS 300 MG
يورتاب,URITAB XL 10MG EXTENDED RELEASE TABLETS
يوفامين ريتارد,Uvamin Retard
يوجلوكون,Euglucon
يوروكساترال,Uroxatral
يوروفان,Eurovan
يوريكس,Urex
يوبريما,Uprima
يونيسوم,Unisom
يوهمبين,Yohimbine
